round,algorithm,seed,test_accuracy,round_train_seconds,matching_seconds,selected_clients,assignments,task_seeds,guidance_active,guidance_refreshed
727,FedPhoenixRG-Excess,1,79.95999908447266,9.978330299956724,0.0,"[64, 53, 8, 52, 50, 11, 14, 81, 80, 90]","[{""client_id"": 64, ""task_id"": 0}, {""client_id"": 53, ""task_id"": 1}, {""client_id"": 8, ""task_id"": 2}, {""client_id"": 52, ""task_id"": 3}, {""client_id"": 50, ""task_id"": 4}, {""client_id"": 11, ""task_id"": 5}, {""client_id"": 14, ""task_id"": 6}, {""client_id"": 81, ""task_id"": 7}, {""client_id"": 80, ""task_id"": 8}, {""client_id"": 90, ""task_id"": 9}]","[72802179, 72803176, 72804173, 72805170, 72806167, 72807164, 72808161, 72809158, 72810155, 72811152]",1,0
728,FedPhoenixRG-Excess,1,80.02999877929688,9.598326100036502,0.0,"[39, 79, 75, 56, 97, 88, 53, 60, 9, 20]","[{""client_id"": 39, ""task_id"": 0}, {""client_id"": 79, ""task_id"": 1}, {""client_id"": 75, ""task_id"": 2}, {""client_id"": 56, ""task_id"": 3}, {""client_id"": 97, ""task_id"": 4}, {""client_id"": 88, ""task_id"": 5}, {""client_id"": 53, ""task_id"": 6}, {""client_id"": 60, ""task_id"": 7}, {""client_id"": 9, ""task_id"": 8}, {""client_id"": 20, ""task_id"": 9}]","[72902182, 72903179, 72904176, 72905173, 72906170, 72907167, 72908164, 72909161, 72910158, 72911155]",1,0
729,FedPhoenixRG-Excess,1,78.76000213623047,10.928631200047676,0.0,"[0, 74, 95, 17, 20, 4, 26, 3, 79, 86]","[{""client_id"": 0, ""task_id"": 0}, {""client_id"": 74, ""task_id"": 1}, {""client_id"": 95, ""task_id"": 2}, {""client_id"": 17, ""task_id"": 3}, {""client_id"": 20, ""task_id"": 4}, {""client_id"": 4, ""task_id"": 5}, {""client_id"": 26, ""task_id"": 6}, {""client_id"": 3, ""task_id"": 7}, {""client_id"": 79, ""task_id"": 8}, {""client_id"": 86, ""task_id"": 9}]","[73002185, 73003182, 73004179, 73005176, 73006173, 73007170, 73008167, 73009164, 73010161, 73011158]",1,0
730,FedPhoenixRG-Excess,1,80.68000030517578,10.186898600019049,0.0,"[82, 28, 18, 11, 78, 94, 27, 66, 60, 52]","[{""client_id"": 82, ""task_id"": 0}, {""client_id"": 28, ""task_id"": 1}, {""client_id"": 18, ""task_id"": 2}, {""client_id"": 11, ""task_id"": 3}, {""client_id"": 78, ""task_id"": 4}, {""client_id"": 94, ""task_id"": 5}, {""client_id"": 27, ""task_id"": 6}, {""client_id"": 66, ""task_id"": 7}, {""client_id"": 60, ""task_id"": 8}, {""client_id"": 52, ""task_id"": 9}]","[73102188, 73103185, 73104182, 73105179, 73106176, 73107173, 73108170, 73109167, 73110164, 73111161]",1,0
731,FedPhoenixRG-Excess,1,78.0999984741211,8.684666300017852,0.0,"[38, 68, 9, 61, 10, 31, 67, 63, 36, 43]","[{""client_id"": 38, ""task_id"": 0}, {""client_id"": 68, ""task_id"": 1}, {""client_id"": 9, ""task_id"": 2}, {""client_id"": 61, ""task_id"": 3}, {""client_id"": 10, ""task_id"": 4}, {""client_id"": 31, ""task_id"": 5}, {""client_id"": 67, ""task_id"": 6}, {""client_id"": 63, ""task_id"": 7}, {""client_id"": 36, ""task_id"": 8}, {""client_id"": 43, ""task_id"": 9}]","[73202191, 73203188, 73204185, 73205182, 73206179, 73207176, 73208173, 73209170, 73210167, 73211164]",1,0
732,FedPhoenixRG-Excess,1,76.22000122070312,9.307920199993532,0.0,"[42, 59, 37, 10, 74, 24, 55, 18, 25, 22]","[{""client_id"": 42, ""task_id"": 0}, {""client_id"": 59, ""task_id"": 1}, {""client_id"": 37, ""task_id"": 2}, {""client_id"": 10, ""task_id"": 3}, {""client_id"": 74, ""task_id"": 4}, {""client_id"": 24, ""task_id"": 5}, {""client_id"": 55, ""task_id"": 6}, {""client_id"": 18, ""task_id"": 7}, {""client_id"": 25, ""task_id"": 8}, {""client_id"": 22, ""task_id"": 9}]","[73302194, 73303191, 73304188, 73305185, 73306182, 73307179, 73308176, 73309173, 73310170, 73311167]",1,0
733,FedPhoenixRG-Excess,1,73.94000244140625,9.24650660000043,0.0,"[78, 45, 48, 32, 30, 17, 42, 6, 74, 53]","[{""client_id"": 78, ""task_id"": 0}, {""client_id"": 45, ""task_id"": 1}, {""client_id"": 48, ""task_id"": 2}, {""client_id"": 32, ""task_id"": 3}, {""client_id"": 30, ""task_id"": 4}, {""client_id"": 17, ""task_id"": 5}, {""client_id"": 42, ""task_id"": 6}, {""client_id"": 6, ""task_id"": 7}, {""client_id"": 74, ""task_id"": 8}, {""client_id"": 53, ""task_id"": 9}]","[73402197, 73403194, 73404191, 73405188, 73406185, 73407182, 73408179, 73409176, 73410173, 73411170]",1,0
734,FedPhoenixRG-Excess,1,78.47000122070312,11.913589699950535,0.0,"[7, 89, 17, 4, 79, 44, 0, 81, 83, 6]","[{""client_id"": 7, ""task_id"": 0}, {""client_id"": 89, ""task_id"": 1}, {""client_id"": 17, ""task_id"": 2}, {""client_id"": 4, ""task_id"": 3}, {""client_id"": 79, ""task_id"": 4}, {""client_id"": 44, ""task_id"": 5}, {""client_id"": 0, ""task_id"": 6}, {""client_id"": 81, ""task_id"": 7}, {""client_id"": 83, ""task_id"": 8}, {""client_id"": 6, ""task_id"": 9}]","[73502200, 73503197, 73504194, 73505191, 73506188, 73507185, 73508182, 73509179, 73510176, 73511173]",1,0
735,FedPhoenixRG-Excess,1,78.12999725341797,10.200202300038654,0.0,"[41, 2, 45, 94, 7, 6, 59, 33, 31, 92]","[{""client_id"": 41, ""task_id"": 0}, {""client_id"": 2, ""task_id"": 1}, {""client_id"": 45, ""task_id"": 2}, {""client_id"": 94, ""task_id"": 3}, {""client_id"": 7, ""task_id"": 4}, {""client_id"": 6, ""task_id"": 5}, {""client_id"": 59, ""task_id"": 6}, {""client_id"": 33, ""task_id"": 7}, {""client_id"": 31, ""task_id"": 8}, {""client_id"": 92, ""task_id"": 9}]","[73602203, 73603200, 73604197, 73605194, 73606191, 73607188, 73608185, 73609182, 73610179, 73611176]",1,0
736,FedPhoenixRG-Excess,1,73.5,8.896741199947428,0.0,"[48, 31, 40, 41, 5, 77, 67, 56, 24, 57]","[{""client_id"": 48, ""task_id"": 0}, {""client_id"": 31, ""task_id"": 1}, {""client_id"": 40, ""task_id"": 2}, {""client_id"": 41, ""task_id"": 3}, {""client_id"": 5, ""task_id"": 4}, {""client_id"": 77, ""task_id"": 5}, {""client_id"": 67, ""task_id"": 6}, {""client_id"": 56, ""task_id"": 7}, {""client_id"": 24, ""task_id"": 8}, {""client_id"": 57, ""task_id"": 9}]","[73702206, 73703203, 73704200, 73705197, 73706194, 73707191, 73708188, 73709185, 73710182, 73711179]",1,0
737,FedPhoenixRG-Excess,1,76.41000366210938,9.648913400014862,0.0,"[12, 97, 2, 38, 71, 5, 51, 70, 7, 73]","[{""client_id"": 12, ""task_id"": 0}, {""client_id"": 97, ""task_id"": 1}, {""client_id"": 2, ""task_id"": 2}, {""client_id"": 38, ""task_id"": 3}, {""client_id"": 71, ""task_id"": 4}, {""client_id"": 5, ""task_id"": 5}, {""client_id"": 51, ""task_id"": 6}, {""client_id"": 70, ""task_id"": 7}, {""client_id"": 7, ""task_id"": 8}, {""client_id"": 73, ""task_id"": 9}]","[73802209, 73803206, 73804203, 73805200, 73806197, 73807194, 73808191, 73809188, 73810185, 73811182]",1,0
738,FedPhoenixRG-Excess,1,76.54000091552734,8.03021749999607,0.0,"[50, 35, 67, 5, 48, 42, 75, 2, 27, 68]","[{""client_id"": 50, ""task_id"": 0}, {""client_id"": 35, ""task_id"": 1}, {""client_id"": 67, ""task_id"": 2}, {""client_id"": 5, ""task_id"": 3}, {""client_id"": 48, ""task_id"": 4}, {""client_id"": 42, ""task_id"": 5}, {""client_id"": 75, ""task_id"": 6}, {""client_id"": 2, ""task_id"": 7}, {""client_id"": 27, ""task_id"": 8}, {""client_id"": 68, ""task_id"": 9}]","[73902212, 73903209, 73904206, 73905203, 73906200, 73907197, 73908194, 73909191, 73910188, 73911185]",1,0
739,FedPhoenixRG-Excess,1,82.12000274658203,8.652171900030226,0.0,"[39, 29, 93, 7, 63, 77, 43, 42, 45, 37]","[{""client_id"": 39, ""task_id"": 0}, {""client_id"": 29, ""task_id"": 1}, {""client_id"": 93, ""task_id"": 2}, {""client_id"": 7, ""task_id"": 3}, {""client_id"": 63, ""task_id"": 4}, {""client_id"": 77, ""task_id"": 5}, {""client_id"": 43, ""task_id"": 6}, {""client_id"": 42, ""task_id"": 7}, {""client_id"": 45, ""task_id"": 8}, {""client_id"": 37, ""task_id"": 9}]","[74002215, 74003212, 74004209, 74005206, 74006203, 74007200, 74008197, 74009194, 74010191, 74011188]",1,0
740,FedPhoenixRG-Excess,1,63.650001525878906,8.98878070001956,0.0,"[37, 8, 54, 46, 22, 48, 59, 10, 40, 56]","[{""client_id"": 37, ""task_id"": 0}, {""client_id"": 8, ""task_id"": 1}, {""client_id"": 54, ""task_id"": 2}, {""client_id"": 46, ""task_id"": 3}, {""client_id"": 22, ""task_id"": 4}, {""client_id"": 48, ""task_id"": 5}, {""client_id"": 59, ""task_id"": 6}, {""client_id"": 10, ""task_id"": 7}, {""client_id"": 40, ""task_id"": 8}, {""client_id"": 56, ""task_id"": 9}]","[74102218, 74103215, 74104212, 74105209, 74106206, 74107203, 74108200, 74109197, 74110194, 74111191]",1,1
741,FedPhoenixRG-Excess,1,73.1500015258789,10.895043500000611,0.0,"[65, 60, 78, 11, 88, 69, 32, 40, 22, 45]","[{""client_id"": 65, ""task_id"": 0}, {""client_id"": 60, ""task_id"": 1}, {""client_id"": 78, ""task_id"": 2}, {""client_id"": 11, ""task_id"": 3}, {""client_id"": 88, ""task_id"": 4}, {""client_id"": 69, ""task_id"": 5}, {""client_id"": 32, ""task_id"": 6}, {""client_id"": 40, ""task_id"": 7}, {""client_id"": 22, ""task_id"": 8}, {""client_id"": 45, ""task_id"": 9}]","[74202221, 74203218, 74204215, 74205212, 74206209, 74207206, 74208203, 74209200, 74210197, 74211194]",1,0
742,FedPhoenixRG-Excess,1,65.55999755859375,9.481498400040437,0.0,"[32, 19, 39, 99, 92, 82, 78, 81, 70, 84]","[{""client_id"": 32, ""task_id"": 0}, {""client_id"": 19, ""task_id"": 1}, {""client_id"": 39, ""task_id"": 2}, {""client_id"": 99, ""task_id"": 3}, {""client_id"": 92, ""task_id"": 4}, {""client_id"": 82, ""task_id"": 5}, {""client_id"": 78, ""task_id"": 6}, {""client_id"": 81, ""task_id"": 7}, {""client_id"": 70, ""task_id"": 8}, {""client_id"": 84, ""task_id"": 9}]","[74302224, 74303221, 74304218, 74305215, 74306212, 74307209, 74308206, 74309203, 74310200, 74311197]",1,0
743,FedPhoenixRG-Excess,1,74.0199966430664,11.035815300012473,0.0,"[39, 94, 25, 87, 26, 88, 0, 78, 65, 54]","[{""client_id"": 39, ""task_id"": 0}, {""client_id"": 94, ""task_id"": 1}, {""client_id"": 25, ""task_id"": 2}, {""client_id"": 87, ""task_id"": 3}, {""client_id"": 26, ""task_id"": 4}, {""client_id"": 88, ""task_id"": 5}, {""client_id"": 0, ""task_id"": 6}, {""client_id"": 78, ""task_id"": 7}, {""client_id"": 65, ""task_id"": 8}, {""client_id"": 54, ""task_id"": 9}]","[74402227, 74403224, 74404221, 74405218, 74406215, 74407212, 74408209, 74409206, 74410203, 74411200]",1,0
744,FedPhoenixRG-Excess,1,82.62000274658203,10.509203699999489,0.0,"[97, 93, 69, 19, 36, 45, 21, 0, 15, 22]","[{""client_id"": 97, ""task_id"": 0}, {""client_id"": 93, ""task_id"": 1}, {""client_id"": 69, ""task_id"": 2}, {""client_id"": 19, ""task_id"": 3}, {""client_id"": 36, ""task_id"": 4}, {""client_id"": 45, ""task_id"": 5}, {""client_id"": 21, ""task_id"": 6}, {""client_id"": 0, ""task_id"": 7}, {""client_id"": 15, ""task_id"": 8}, {""client_id"": 22, ""task_id"": 9}]","[74502230, 74503227, 74504224, 74505221, 74506218, 74507215, 74508212, 74509209, 74510206, 74511203]",1,0
745,FedPhoenixRG-Excess,1,80.18000030517578,11.75914040004136,0.0,"[82, 23, 33, 70, 45, 53, 20, 50, 9, 47]","[{""client_id"": 82, ""task_id"": 0}, {""client_id"": 23, ""task_id"": 1}, {""client_id"": 33, ""task_id"": 2}, {""client_id"": 70, ""task_id"": 3}, {""client_id"": 45, ""task_id"": 4}, {""client_id"": 53, ""task_id"": 5}, {""client_id"": 20, ""task_id"": 6}, {""client_id"": 50, ""task_id"": 7}, {""client_id"": 9, ""task_id"": 8}, {""client_id"": 47, ""task_id"": 9}]","[74602233, 74603230, 74604227, 74605224, 74606221, 74607218, 74608215, 74609212, 74610209, 74611206]",1,0
746,FedPhoenixRG-Excess,1,74.37000274658203,9.062468099989928,0.0,"[25, 83, 48, 64, 8, 13, 53, 19, 0, 17]","[{""client_id"": 25, ""task_id"": 0}, {""client_id"": 83, ""task_id"": 1}, {""client_id"": 48, ""task_id"": 2}, {""client_id"": 64, ""task_id"": 3}, {""client_id"": 8, ""task_id"": 4}, {""client_id"": 13, ""task_id"": 5}, {""client_id"": 53, ""task_id"": 6}, {""client_id"": 19, ""task_id"": 7}, {""client_id"": 0, ""task_id"": 8}, {""client_id"": 17, ""task_id"": 9}]","[74702236, 74703233, 74704230, 74705227, 74706224, 74707221, 74708218, 74709215, 74710212, 74711209]",1,0
747,FedPhoenixRG-Excess,1,78.2699966430664,10.290595899976324,0.0,"[49, 59, 53, 66, 82, 0, 73, 93, 61, 19]","[{""client_id"": 49, ""task_id"": 0}, {""client_id"": 59, ""task_id"": 1}, {""client_id"": 53, ""task_id"": 2}, {""client_id"": 66, ""task_id"": 3}, {""client_id"": 82, ""task_id"": 4}, {""client_id"": 0, ""task_id"": 5}, {""client_id"": 73, ""task_id"": 6}, {""client_id"": 93, ""task_id"": 7}, {""client_id"": 61, ""task_id"": 8}, {""client_id"": 19, ""task_id"": 9}]","[74802239, 74803236, 74804233, 74805230, 74806227, 74807224, 74808221, 74809218, 74810215, 74811212]",1,0
748,FedPhoenixRG-Excess,1,77.01000213623047,7.20180400001118,0.0,"[88, 38, 53, 45, 0, 89, 1, 83, 94, 92]","[{""client_id"": 88, ""task_id"": 0}, {""client_id"": 38, ""task_id"": 1}, {""client_id"": 53, ""task_id"": 2}, {""client_id"": 45, ""task_id"": 3}, {""client_id"": 0, ""task_id"": 4}, {""client_id"": 89, ""task_id"": 5}, {""client_id"": 1, ""task_id"": 6}, {""client_id"": 83, ""task_id"": 7}, {""client_id"": 94, ""task_id"": 8}, {""client_id"": 92, ""task_id"": 9}]","[74902242, 74903239, 74904236, 74905233, 74906230, 74907227, 74908224, 74909221, 74910218, 74911215]",1,0
749,FedPhoenixRG-Excess,1,79.18000030517578,10.543776600039564,0.0,"[13, 16, 19, 41, 49, 94, 34, 10, 36, 89]","[{""client_id"": 13, ""task_id"": 0}, {""client_id"": 16, ""task_id"": 1}, {""client_id"": 19, ""task_id"": 2}, {""client_id"": 41, ""task_id"": 3}, {""client_id"": 49, ""task_id"": 4}, {""client_id"": 94, ""task_id"": 5}, {""client_id"": 34, ""task_id"": 6}, {""client_id"": 10, ""task_id"": 7}, {""client_id"": 36, ""task_id"": 8}, {""client_id"": 89, ""task_id"": 9}]","[75002245, 75003242, 75004239, 75005236, 75006233, 75007230, 75008227, 75009224, 75010221, 75011218]",1,0
750,FedPhoenixRG-Excess,1,79.66000366210938,10.180959000019357,0.0,"[22, 61, 87, 34, 20, 94, 16, 55, 82, 1]","[{""client_id"": 22, ""task_id"": 0}, {""client_id"": 61, ""task_id"": 1}, {""client_id"": 87, ""task_id"": 2}, {""client_id"": 34, ""task_id"": 3}, {""client_id"": 20, ""task_id"": 4}, {""client_id"": 94, ""task_id"": 5}, {""client_id"": 16, ""task_id"": 6}, {""client_id"": 55, ""task_id"": 7}, {""client_id"": 82, ""task_id"": 8}, {""client_id"": 1, ""task_id"": 9}]","[75102248, 75103245, 75104242, 75105239, 75106236, 75107233, 75108230, 75109227, 75110224, 75111221]",1,0
751,FedPhoenixRG-Excess,1,80.51000213623047,11.321173100033775,0.0,"[60, 23, 8, 2, 86, 76, 57, 73, 20, 48]","[{""client_id"": 60, ""task_id"": 0}, {""client_id"": 23, ""task_id"": 1}, {""client_id"": 8, ""task_id"": 2}, {""client_id"": 2, ""task_id"": 3}, {""client_id"": 86, ""task_id"": 4}, {""client_id"": 76, ""task_id"": 5}, {""client_id"": 57, ""task_id"": 6}, {""client_id"": 73, ""task_id"": 7}, {""client_id"": 20, ""task_id"": 8}, {""client_id"": 48, ""task_id"": 9}]","[75202251, 75203248, 75204245, 75205242, 75206239, 75207236, 75208233, 75209230, 75210227, 75211224]",1,0
752,FedPhoenixRG-Excess,1,73.41999816894531,9.35180110001238,0.0,"[47, 93, 80, 0, 43, 24, 32, 82, 83, 13]","[{""client_id"": 47, ""task_id"": 0}, {""client_id"": 93, ""task_id"": 1}, {""client_id"": 80, ""task_id"": 2}, {""client_id"": 0, ""task_id"": 3}, {""client_id"": 43, ""task_id"": 4}, {""client_id"": 24, ""task_id"": 5}, {""client_id"": 32, ""task_id"": 6}, {""client_id"": 82, ""task_id"": 7}, {""client_id"": 83, ""task_id"": 8}, {""client_id"": 13, ""task_id"": 9}]","[75302254, 75303251, 75304248, 75305245, 75306242, 75307239, 75308236, 75309233, 75310230, 75311227]",1,0
753,FedPhoenixRG-Excess,1,81.04000091552734,9.341303799999878,0.0,"[85, 81, 56, 25, 42, 93, 0, 61, 98, 63]","[{""client_id"": 85, ""task_id"": 0}, {""client_id"": 81, ""task_id"": 1}, {""client_id"": 56, ""task_id"": 2}, {""client_id"": 25, ""task_id"": 3}, {""client_id"": 42, ""task_id"": 4}, {""client_id"": 93, ""task_id"": 5}, {""client_id"": 0, ""task_id"": 6}, {""client_id"": 61, ""task_id"": 7}, {""client_id"": 98, ""task_id"": 8}, {""client_id"": 63, ""task_id"": 9}]","[75402257, 75403254, 75404251, 75405248, 75406245, 75407242, 75408239, 75409236, 75410233, 75411230]",1,0
754,FedPhoenixRG-Excess,1,77.5,10.90356869995594,0.0,"[35, 25, 23, 52, 67, 20, 36, 78, 51, 38]","[{""client_id"": 35, ""task_id"": 0}, {""client_id"": 25, ""task_id"": 1}, {""client_id"": 23, ""task_id"": 2}, {""client_id"": 52, ""task_id"": 3}, {""client_id"": 67, ""task_id"": 4}, {""client_id"": 20, ""task_id"": 5}, {""client_id"": 36, ""task_id"": 6}, {""client_id"": 78, ""task_id"": 7}, {""client_id"": 51, ""task_id"": 8}, {""client_id"": 38, ""task_id"": 9}]","[75502260, 75503257, 75504254, 75505251, 75506248, 75507245, 75508242, 75509239, 75510236, 75511233]",1,0
755,FedPhoenixRG-Excess,1,78.27999877929688,7.814582099963445,0.0,"[13, 73, 97, 32, 55, 26, 9, 88, 74, 8]","[{""client_id"": 13, ""task_id"": 0}, {""client_id"": 73, ""task_id"": 1}, {""client_id"": 97, ""task_id"": 2}, {""client_id"": 32, ""task_id"": 3}, {""client_id"": 55, ""task_id"": 4}, {""client_id"": 26, ""task_id"": 5}, {""client_id"": 9, ""task_id"": 6}, {""client_id"": 88, ""task_id"": 7}, {""client_id"": 74, ""task_id"": 8}, {""client_id"": 8, ""task_id"": 9}]","[75602263, 75603260, 75604257, 75605254, 75606251, 75607248, 75608245, 75609242, 75610239, 75611236]",1,0
756,FedPhoenixRG-Excess,1,81.05999755859375,9.328374899982009,0.0,"[89, 14, 1, 70, 90, 0, 93, 13, 53, 67]","[{""client_id"": 89, ""task_id"": 0}, {""client_id"": 14, ""task_id"": 1}, {""client_id"": 1, ""task_id"": 2}, {""client_id"": 70, ""task_id"": 3}, {""client_id"": 90, ""task_id"": 4}, {""client_id"": 0, ""task_id"": 5}, {""client_id"": 93, ""task_id"": 6}, {""client_id"": 13, ""task_id"": 7}, {""client_id"": 53, ""task_id"": 8}, {""client_id"": 67, ""task_id"": 9}]","[75702266, 75703263, 75704260, 75705257, 75706254, 75707251, 75708248, 75709245, 75710242, 75711239]",1,0
757,FedPhoenixRG-Excess,1,76.68000030517578,9.363844599982258,0.0,"[87, 56, 53, 94, 82, 85, 19, 6, 47, 74]","[{""client_id"": 87, ""task_id"": 0}, {""client_id"": 56, ""task_id"": 1}, {""client_id"": 53, ""task_id"": 2}, {""client_id"": 94, ""task_id"": 3}, {""client_id"": 82, ""task_id"": 4}, {""client_id"": 85, ""task_id"": 5}, {""client_id"": 19, ""task_id"": 6}, {""client_id"": 6, ""task_id"": 7}, {""client_id"": 47, ""task_id"": 8}, {""client_id"": 74, ""task_id"": 9}]","[75802269, 75803266, 75804263, 75805260, 75806257, 75807254, 75808251, 75809248, 75810245, 75811242]",1,0
758,FedPhoenixRG-Excess,1,78.2300033569336,9.353019799978938,0.0,"[26, 40, 14, 71, 69, 79, 90, 8, 86, 77]","[{""client_id"": 26, ""task_id"": 0}, {""client_id"": 40, ""task_id"": 1}, {""client_id"": 14, ""task_id"": 2}, {""client_id"": 71, ""task_id"": 3}, {""client_id"": 69, ""task_id"": 4}, {""client_id"": 79, ""task_id"": 5}, {""client_id"": 90, ""task_id"": 6}, {""client_id"": 8, ""task_id"": 7}, {""client_id"": 86, ""task_id"": 8}, {""client_id"": 77, ""task_id"": 9}]","[75902272, 75903269, 75904266, 75905263, 75906260, 75907257, 75908254, 75909251, 75910248, 75911245]",1,0
759,FedPhoenixRG-Excess,1,73.75,11.744266299996525,0.0,"[25, 86, 33, 35, 80, 11, 89, 46, 55, 62]","[{""client_id"": 25, ""task_id"": 0}, {""client_id"": 86, ""task_id"": 1}, {""client_id"": 33, ""task_id"": 2}, {""client_id"": 35, ""task_id"": 3}, {""client_id"": 80, ""task_id"": 4}, {""client_id"": 11, ""task_id"": 5}, {""client_id"": 89, ""task_id"": 6}, {""client_id"": 46, ""task_id"": 7}, {""client_id"": 55, ""task_id"": 8}, {""client_id"": 62, ""task_id"": 9}]","[76002275, 76003272, 76004269, 76005266, 76006263, 76007260, 76008257, 76009254, 76010251, 76011248]",1,0
760,FedPhoenixRG-Excess,1,81.0999984741211,9.854993899993133,0.0,"[27, 51, 36, 46, 60, 15, 54, 63, 28, 66]","[{""client_id"": 27, ""task_id"": 0}, {""client_id"": 51, ""task_id"": 1}, {""client_id"": 36, ""task_id"": 2}, {""client_id"": 46, ""task_id"": 3}, {""client_id"": 60, ""task_id"": 4}, {""client_id"": 15, ""task_id"": 5}, {""client_id"": 54, ""task_id"": 6}, {""client_id"": 63, ""task_id"": 7}, {""client_id"": 28, ""task_id"": 8}, {""client_id"": 66, ""task_id"": 9}]","[76102278, 76103275, 76104272, 76105269, 76106266, 76107263, 76108260, 76109257, 76110254, 76111251]",1,1
761,FedPhoenixRG-Excess,1,79.05999755859375,8.815390400006436,0.0,"[8, 81, 61, 97, 39, 28, 74, 75, 31, 50]","[{""client_id"": 8, ""task_id"": 0}, {""client_id"": 81, ""task_id"": 1}, {""client_id"": 61, ""task_id"": 2}, {""client_id"": 97, ""task_id"": 3}, {""client_id"": 39, ""task_id"": 4}, {""client_id"": 28, ""task_id"": 5}, {""client_id"": 74, ""task_id"": 6}, {""client_id"": 75, ""task_id"": 7}, {""client_id"": 31, ""task_id"": 8}, {""client_id"": 50, ""task_id"": 9}]","[76202281, 76203278, 76204275, 76205272, 76206269, 76207266, 76208263, 76209260, 76210257, 76211254]",1,0
762,FedPhoenixRG-Excess,1,79.63999938964844,8.987815300002694,0.0,"[57, 32, 67, 5, 82, 85, 88, 68, 29, 35]","[{""client_id"": 57, ""task_id"": 0}, {""client_id"": 32, ""task_id"": 1}, {""client_id"": 67, ""task_id"": 2}, {""client_id"": 5, ""task_id"": 3}, {""client_id"": 82, ""task_id"": 4}, {""client_id"": 85, ""task_id"": 5}, {""client_id"": 88, ""task_id"": 6}, {""client_id"": 68, ""task_id"": 7}, {""client_id"": 29, ""task_id"": 8}, {""client_id"": 35, ""task_id"": 9}]","[76302284, 76303281, 76304278, 76305275, 76306272, 76307269, 76308266, 76309263, 76310260, 76311257]",1,0
763,FedPhoenixRG-Excess,1,80.61000061035156,9.097243800002616,0.0,"[96, 53, 23, 34, 27, 55, 22, 64, 21, 90]","[{""client_id"": 96, ""task_id"": 0}, {""client_id"": 53, ""task_id"": 1}, {""client_id"": 23, ""task_id"": 2}, {""client_id"": 34, ""task_id"": 3}, {""client_id"": 27, ""task_id"": 4}, {""client_id"": 55, ""task_id"": 5}, {""client_id"": 22, ""task_id"": 6}, {""client_id"": 64, ""task_id"": 7}, {""client_id"": 21, ""task_id"": 8}, {""client_id"": 90, ""task_id"": 9}]","[76402287, 76403284, 76404281, 76405278, 76406275, 76407272, 76408269, 76409266, 76410263, 76411260]",1,0
764,FedPhoenixRG-Excess,1,79.63999938964844,10.140533300000243,0.0,"[19, 26, 69, 40, 57, 66, 41, 21, 75, 51]","[{""client_id"": 19, ""task_id"": 0}, {""client_id"": 26, ""task_id"": 1}, {""client_id"": 69, ""task_id"": 2}, {""client_id"": 40, ""task_id"": 3}, {""client_id"": 57, ""task_id"": 4}, {""client_id"": 66, ""task_id"": 5}, {""client_id"": 41, ""task_id"": 6}, {""client_id"": 21, ""task_id"": 7}, {""client_id"": 75, ""task_id"": 8}, {""client_id"": 51, ""task_id"": 9}]","[76502290, 76503287, 76504284, 76505281, 76506278, 76507275, 76508272, 76509269, 76510266, 76511263]",1,0
765,FedPhoenixRG-Excess,1,81.05999755859375,10.398710400040727,0.0,"[1, 87, 37, 81, 36, 5, 73, 59, 67, 33]","[{""client_id"": 1, ""task_id"": 0}, {""client_id"": 87, ""task_id"": 1}, {""client_id"": 37, ""task_id"": 2}, {""client_id"": 81, ""task_id"": 3}, {""client_id"": 36, ""task_id"": 4}, {""client_id"": 5, ""task_id"": 5}, {""client_id"": 73, ""task_id"": 6}, {""client_id"": 59, ""task_id"": 7}, {""client_id"": 67, ""task_id"": 8}, {""client_id"": 33, ""task_id"": 9}]","[76602293, 76603290, 76604287, 76605284, 76606281, 76607278, 76608275, 76609272, 76610269, 76611266]",1,0
766,FedPhoenixRG-Excess,1,78.04000091552734,9.771406100015156,0.0,"[61, 77, 42, 24, 56, 2, 60, 59, 33, 23]","[{""client_id"": 61, ""task_id"": 0}, {""client_id"": 77, ""task_id"": 1}, {""client_id"": 42, ""task_id"": 2}, {""client_id"": 24, ""task_id"": 3}, {""client_id"": 56, ""task_id"": 4}, {""client_id"": 2, ""task_id"": 5}, {""client_id"": 60, ""task_id"": 6}, {""client_id"": 59, ""task_id"": 7}, {""client_id"": 33, ""task_id"": 8}, {""client_id"": 23, ""task_id"": 9}]","[76702296, 76703293, 76704290, 76705287, 76706284, 76707281, 76708278, 76709275, 76710272, 76711269]",1,0
767,FedPhoenixRG-Excess,1,79.76000213623047,11.19837890000781,0.0,"[74, 35, 26, 69, 20, 89, 50, 65, 15, 75]","[{""client_id"": 74, ""task_id"": 0}, {""client_id"": 35, ""task_id"": 1}, {""client_id"": 26, ""task_id"": 2}, {""client_id"": 69, ""task_id"": 3}, {""client_id"": 20, ""task_id"": 4}, {""client_id"": 89, ""task_id"": 5}, {""client_id"": 50, ""task_id"": 6}, {""client_id"": 65, ""task_id"": 7}, {""client_id"": 15, ""task_id"": 8}, {""client_id"": 75, ""task_id"": 9}]","[76802299, 76803296, 76804293, 76805290, 76806287, 76807284, 76808281, 76809278, 76810275, 76811272]",1,0
